'akr','pneinf',1987,145,0.000267085
'akr','pneinf',1988,151,0.000278136
'akr','pneinf',1989,154,0.000283662
'akr','pneinf',1990,125,0.000230245
'akr','pneinf',1991,148,0.000272611
'akr','pneinf',1992,161,0.000296556
'akr','pneinf',1993,196,0.000361025
'akr','pneinf',1994,165,0.000303924
'akr','pneinf',1995,172,0.000316818
'akr','pneinf',1996,168,0.00030945
'akr','pneinf',1997,195,0.000359183
'akr','pneinf',1998,200,0.000368393
'akr','pneinf',1999,179,0.000329711
'akr','pneinf',2000,175,0.000322344
'albu','pneinf',1987,104,0.000186823
'albu','pneinf',1988,93,0.000167062
'albu','pneinf',1989,114,0.000204786
'albu','pneinf',1990,86,0.000154488
'albu','pneinf',1991,99,0.000177841
'albu','pneinf',1992,98,0.000176044
'albu','pneinf',1993,126,0.000226343
'albu','pneinf',1994,135,0.00024251
'albu','pneinf',1995,135,0.00024251
'albu','pneinf',1996,134,0.000240714
'albu','pneinf',1997,147,0.000264066
'albu','pneinf',1998,152,0.000273048
'albu','pneinf',1999,140,0.000251492
'albu','pneinf',2000,109,0.000195804
'anch','pneinf',1987,16,6.15E-05
'anch','pneinf',1988,9,3.46E-05
'anch','pneinf',1989,9,3.46E-05
'anch','pneinf',1990,10,3.84E-05
'anch','pneinf',1991,7,2.69E-05
'anch','pneinf',1992,14,5.38E-05
'anch','pneinf',1993,13,4.99E-05
'anch','pneinf',1994,18,6.92E-05
'anch','pneinf',1995,23,8.84E-05
'anch','pneinf',1996,14,5.38E-05
'anch','pneinf',1997,15,5.76E-05
'anch','pneinf',1998,11,4.23E-05
'anch','pneinf',1999,20,7.68E-05
'anch','pneinf',2000,19,7.30E-05
'arlv','pneinf',1987,45,0.000237526
'arlv','pneinf',1988,41,0.000216413
'arlv','pneinf',1989,29,0.000153072
'arlv','pneinf',1990,27,0.000142516
'arlv','pneinf',1991,27,0.000142516
'arlv','pneinf',1992,25,0.000131959
'arlv','pneinf',1993,28,0.000147794
'arlv','pneinf',1994,21,0.000110845
'arlv','pneinf',1995,26,0.000137237
'arlv','pneinf',1996,41,0.000216413
'arlv','pneinf',1997,27,0.000142516
'arlv','pneinf',1998,28,0.000147794
'arlv','pneinf',1999,32,0.000168907
'arlv','pneinf',2000,40,0.000211134
'atla','pneinf',1987,259,0.000174779
'atla','pneinf',1988,299,0.000201772
'atla','pneinf',1989,351,0.000236863
'atla','pneinf',1990,338,0.00022809
'atla','pneinf',1991,337,0.000227415
'atla','pneinf',1992,315,0.000212569
'atla','pneinf',1993,370,0.000249684
'atla','pneinf',1994,348,0.000234838
'atla','pneinf',1995,331,0.000223366
'atla','pneinf',1996,378,0.000255083
'atla','pneinf',1997,384,0.000259132
'atla','pneinf',1998,406,0.000273978
'atla','pneinf',1999,318,0.000214594
'atla','pneinf',2000,325,0.000219317
'aust','pneinf',1987,89,0.000109568
'aust','pneinf',1988,99,0.000121879
'aust','pneinf',1989,97,0.000119417
'aust','pneinf',1990,116,0.000142808
'aust','pneinf',1991,84,0.000103413
'aust','pneinf',1992,96,0.000118186
'aust','pneinf',1993,89,0.000109568
'aust','pneinf',1994,100,0.00012311
'aust','pneinf',1995,104,0.000128035
'aust','pneinf',1996,112,0.000137883
'aust','pneinf',1997,122,0.000150195
'aust','pneinf',1998,137,0.000168661
'aust','pneinf',1999,103,0.000126804
'aust','pneinf',2000,112,0.000137883
'bake','pneinf',1987,230,0.000347618
'bake','pneinf',1988,223,0.000337039
'bake','pneinf',1989,238,0.00035971
'bake','pneinf',1990,255,0.000385403
'bake','pneinf',1991,279,0.000421676
'bake','pneinf',1992,243,0.000367266
'bake','pneinf',1993,296,0.00044737
'bake','pneinf',1994,274,0.000414119
'bake','pneinf',1995,265,0.000400517
'bake','pneinf',1996,288,0.000435279
'bake','pneinf',1997,271,0.000409585
'bake','pneinf',1998,320,0.000483643
'bake','pneinf',1999,128,0.000193457
'bake','pneinf',2000,218,0.000329482
'balt','pneinf',1987,313,0.000492794
'balt','pneinf',1988,297,0.000467603
'balt','pneinf',1989,350,0.000551047
'balt','pneinf',1990,294,0.00046288
'balt','pneinf',1991,274,0.000431391
'balt','pneinf',1992,280,0.000440838
'balt','pneinf',1993,313,0.000492794
'balt','pneinf',1994,276,0.00043454
'balt','pneinf',1995,310,0.000488071
'balt','pneinf',1996,323,0.000508538
'balt','pneinf',1997,297,0.000467603
'balt','pneinf',1998,277,0.000436115
'balt','pneinf',1999,206,0.000324331
'balt','pneinf',2000,226,0.000355819
'batr','pneinf',1987,71,0.000171974
'batr','pneinf',1988,59,0.000142908
'batr','pneinf',1989,72,0.000174397
'batr','pneinf',1990,75,0.000181663
'batr','pneinf',1991,84,0.000203463
'batr','pneinf',1992,71,0.000171974
'batr','pneinf',1993,72,0.000174397
'batr','pneinf',1994,100,0.000242218
'batr','pneinf',1995,97,0.000234951
'batr','pneinf',1996,75,0.000181663
'batr','pneinf',1997,85,0.000205885
'batr','pneinf',1998,71,0.000171974
'batr','pneinf',1999,82,0.000198618
'batr','pneinf',2000,96,0.000232529
'bidd','pneinf',1987,22,0.00011781
'bidd','pneinf',1988,29,0.000155294
'bidd','pneinf',1989,30,0.000160649
'bidd','pneinf',1990,33,0.000176714
'bidd','pneinf',1991,30,0.000160649
'bidd','pneinf',1992,31,0.000166004
'bidd','pneinf',1993,24,0.00012852
'bidd','pneinf',1994,37,0.000198134
'bidd','pneinf',1995,29,0.000155294
'bidd','pneinf',1996,27,0.000144585
'bidd','pneinf',1997,40,0.000214199
'bidd','pneinf',1998,35,0.000187424
'bidd','pneinf',1999,28,0.000149939
'bidd','pneinf',2000,22,0.00011781
'birm','pneinf',1987,247,0.000373085
'birm','pneinf',1988,218,0.000329282
